model_type,normalization_strategy,stopword_removal_strategy,vectorizer,max_features,ngram_range,vocab_size,training_accuracy,test_accuracy,processing_duration,report_training_data,report_test_data
LogisticRegression,lemmatizer,wo-stopwords-nltk,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.744284375,0.7938718662952646,267.5558043215424,"{'0': {'f1-score': 0.7394553426157946, 'precision': 0.7512210900857189, 'recall': 0.728052465923483, 'support': 159494.0}, '4': {'f1-score': 0.7489376585841788, 'precision': 0.7378026295904488, 'recall': 0.7604139409118662, 'support': 160506.0}, 'accuracy': 0.744284375, 'macro avg': {'f1-score': 0.7441965005999867, 'precision': 0.7445118598380839, 'recall': 0.7442332034176746, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7442114945121117, 'precision': 0.7444906418974258, 'recall': 0.744284375, 'support': 320000.0}}","{'0': {'f1-score': 0.7797619047619048, 'precision': 0.8238993710691824, 'recall': 0.7401129943502824, 'support': 177.0}, '4': {'f1-score': 0.806282722513089, 'precision': 0.77, 'recall': 0.8461538461538461, 'support': 182.0}, 'accuracy': 0.7938718662952646, 'macro avg': {'f1-score': 0.7930223136374969, 'precision': 0.7969496855345912, 'recall': 0.7931334202520643, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7932069989978812, 'precision': 0.7965743417249174, 'recall': 0.7938718662952646, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,HashingVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,10000000,0.802546875,0.8356545961002786,1054.934708898887,"{'0': {'f1-score': 0.7986783537411064, 'precision': 0.8119683590637289, 'recall': 0.7858163943471228, 'support': 159494.0}, '4': {'f1-score': 0.8062695271179737, 'precision': 0.793767318872515, 'recall': 0.8191718689644001, 'support': 160506.0}, 'accuracy': 0.802546875, 'macro avg': {'f1-score': 0.80247394042954, 'precision': 0.8028678389681219, 'recall': 0.8024941316557614, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8024859439724422, 'precision': 0.8028390585733196, 'recall': 0.802546875, 'support': 320000.0}}","{'0': {'f1-score': 0.8249258160237388, 'precision': 0.86875, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8451443569553806, 'precision': 0.8090452261306532, 'recall': 0.8846153846153846, 'support': 182.0}, 'accuracy': 0.8356545961002786, 'macro avg': {'f1-score': 0.8350350864895597, 'precision': 0.8388976130653266, 'recall': 0.8349630595393307, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8351758841283595, 'precision': 0.8384818416595511, 'recall': 0.8356545961002786, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.7934625,0.841225626740947,517.6408328022808,"{'0': {'f1-score': 0.7885989547016038, 'precision': 0.8049482839680301, 'recall': 0.7729005479829962, 'support': 159494.0}, '4': {'f1-score': 0.7981072940658964, 'precision': 0.7829206021959054, 'recall': 0.8138948076707413, 'support': 160506.0}, 'accuracy': 0.7934625, 'macro avg': {'f1-score': 0.7933531243837502, 'precision': 0.7939344430819677, 'recall': 0.7933976778268688, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.79336815944537, 'precision': 0.7938996118101656, 'recall': 0.7934625, 'support': 320000.0}}","{'0': {'f1-score': 0.8385269121813032, 'precision': 0.8409090909090909, 'recall': 0.8361581920903954, 'support': 177.0}, '4': {'f1-score': 0.8438356164383561, 'precision': 0.8415300546448088, 'recall': 0.8461538461538461, 'support': 182.0}, 'accuracy': 0.841225626740947, 'macro avg': {'f1-score': 0.8411812643098296, 'precision': 0.8412195727769498, 'recall': 0.8411560191221208, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8412182330024276, 'precision': 0.8412238970369478, 'recall': 0.841225626740947, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,10000,UNIGRAMS,10000,0.78263125,0.8328690807799443,111.0925865098834,"{'0': {'f1-score': 0.778207883476076, 'precision': 0.7917650722794632, 'recall': 0.7651071513661956, 'support': 159494.0}, '4': {'f1-score': 0.7868816295016269, 'precision': 0.7741445417058526, 'recall': 0.8000448581361445, 'support': 160506.0}, 'accuracy': 0.78263125, 'macro avg': {'f1-score': 0.7825447564888515, 'precision': 0.782954806992658, 'recall': 0.7825760047511701, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7825584718497542, 'precision': 0.7829269445286884, 'recall': 0.78263125, 'support': 320000.0}}","{'0': {'f1-score': 0.8255813953488372, 'precision': 0.8502994011976048, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.839572192513369, 'precision': 0.8177083333333334, 'recall': 0.8626373626373627, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8325767939311031, 'precision': 0.834003867265469, 'recall': 0.8324486248215062, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8326742228807169, 'precision': 0.8337769099683642, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,355586,0.785740625,0.8384401114206128,180.4145953785628,"{'0': {'f1-score': 0.7812068200747362, 'precision': 0.7954703493095044, 'recall': 0.767445797334069, 'support': 159494.0}, '4': {'f1-score': 0.7900903465990674, 'precision': 0.7767283671933785, 'recall': 0.8039201026752893, 'support': 160506.0}, 'accuracy': 0.785740625, 'macro avg': {'f1-score': 0.7856485833369018, 'precision': 0.7860993582514415, 'recall': 0.7856829500046791, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7856626304132184, 'precision': 0.7860697224922204, 'recall': 0.785740625, 'support': 320000.0}}","{'0': {'f1-score': 0.8313953488372093, 'precision': 0.8562874251497006, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8449197860962567, 'precision': 0.8229166666666666, 'recall': 0.8681318681318682, 'support': 182.0}, 'accuracy': 0.8384401114206128, 'macro avg': {'f1-score': 0.838157567466733, 'precision': 0.8396020459081837, 'recall': 0.8380207363258211, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8382517487846929, 'precision': 0.8393696590106695, 'recall': 0.8384401114206128, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,TfidfVectorizer,10000,UNI_AND_BIGRAMS,10000,0.803290625,0.8133704735376045,232.63400839827955,"{'0': {'f1-score': 0.8002196260644089, 'precision': 0.8102669246145243, 'recall': 0.7904184483428843, 'support': 159494.0}, '4': {'f1-score': 0.8062686392608619, 'precision': 0.7966888263093551, 'recall': 0.8160816418077829, 'support': 160506.0}, 'accuracy': 0.803290625, 'macro avg': {'f1-score': 0.8032441326626354, 'precision': 0.8034778754619397, 'recall': 0.8032500450753336, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8032536976647523, 'precision': 0.8034564050939947, 'recall': 0.803290625, 'support': 320000.0}}","{'0': {'f1-score': 0.797583081570997, 'precision': 0.8571428571428571, 'recall': 0.7457627118644068, 'support': 177.0}, '4': {'f1-score': 0.8268733850129198, 'precision': 0.7804878048780488, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8122282332919584, 'precision': 0.8188153310104529, 'recall': 0.812441795492643, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8124322047643954, 'precision': 0.8182815214542914, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,none,w-stopwords,TfidfVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,4075454,0.817375,0.8384401114206128,679.1267046928406,"{'0': {'f1-score': 0.8138343622775664, 'precision': 0.8272050252557959, 'recall': 0.8008890616574919, 'support': 159494.0}, '4': {'f1-score': 0.8207834742981913, 'precision': 0.80820751298466, 'recall': 0.8337569935080309, 'support': 160506.0}, 'accuracy': 0.817375, 'macro avg': {'f1-score': 0.8173089182878789, 'precision': 0.8177062691202279, 'recall': 0.8173230275827614, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8173199065712615, 'precision': 0.8176762293039492, 'recall': 0.817375, 'support': 320000.0}}","{'0': {'f1-score': 0.8294117647058824, 'precision': 0.8650306748466258, 'recall': 0.7966101694915254, 'support': 177.0}, '4': {'f1-score': 0.8465608465608465, 'precision': 0.8163265306122449, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.8384401114206128, 'macro avg': {'f1-score': 0.8379863056333645, 'precision': 0.8406786027294353, 'recall': 0.8378655243062023, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8381057282089561, 'precision': 0.8403394373796137, 'recall': 0.8384401114206128, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.749121875,0.8050139275766016,172.6781984642148,"{'0': {'f1-score': 0.7438867603099608, 'precision': 0.7572435293735589, 'recall': 0.7309930154112381, 'support': 159494.0}, '4': {'f1-score': 0.7541472586903329, 'precision': 0.7415906284819466, 'recall': 0.7671364310368459, 'support': 160506.0}, 'accuracy': 0.749121875, 'macro avg': {'f1-score': 0.7490170095001469, 'precision': 0.7494170789277528, 'recall': 0.7490647232240419, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7490332339132109, 'precision': 0.7493923277782178, 'recall': 0.749121875, 'support': 320000.0}}","{'0': {'f1-score': 0.7976878612716763, 'precision': 0.8165680473372781, 'recall': 0.7796610169491526, 'support': 177.0}, '4': {'f1-score': 0.8118279569892473, 'precision': 0.7947368421052632, 'recall': 0.8296703296703297, 'support': 182.0}, 'accuracy': 0.8050139275766016, 'macro avg': {'f1-score': 0.8047579091304617, 'precision': 0.8056524447212706, 'recall': 0.8046656733097411, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8048563777635924, 'precision': 0.8055004168296829, 'recall': 0.8050139275766016, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,355582,0.7758375,0.8133704735376045,227.37219356559217,"{'0': {'f1-score': 0.7700145560407569, 'precision': 0.7879255137660429, 'recall': 0.7528997956035963, 'support': 159494.0}, '4': {'f1-score': 0.7813728657551615, 'precision': 0.7648452230363493, 'recall': 0.7986305807882571, 'support': 160506.0}, 'accuracy': 0.7758375, 'macro avg': {'f1-score': 0.7756937108979591, 'precision': 0.7763853684011961, 'recall': 0.7757651881959267, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7757116712251951, 'precision': 0.7763488726914799, 'recall': 0.7758375, 'support': 320000.0}}","{'0': {'f1-score': 0.8101983002832861, 'precision': 0.8125, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8164383561643835, 'precision': 0.8142076502732241, 'recall': 0.8186813186813187, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8133183282238348, 'precision': 0.813353825136612, 'recall': 0.8132954616005463, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8133617826519762, 'precision': 0.8133657168516065, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,50000,UNIGRAMS,50000,0.77525,0.7994428969359332,340.59543655626476,"{'0': {'f1-score': 0.7699649446022364, 'precision': 0.7859017720725544, 'recall': 0.7546616173649165, 'support': 159494.0}, '4': {'f1-score': 0.780297661233168, 'precision': 0.7654723517495176, 'recall': 0.7957085716421816, 'support': 160506.0}, 'accuracy': 0.77525, 'macro avg': {'f1-score': 0.7751313029177023, 'precision': 0.775687061911036, 'recall': 0.775185094503549, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7751476415258749, 'precision': 0.7756547578901501, 'recall': 0.77525, 'support': 320000.0}}","{'0': {'f1-score': 0.7954545454545454, 'precision': 0.8, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8032786885245902, 'precision': 0.7989130434782609, 'recall': 0.8076923076923077, 'support': 182.0}, 'accuracy': 0.7994428969359332, 'macro avg': {'f1-score': 0.7993666169895678, 'precision': 0.7994565217391305, 'recall': 0.7993263798348544, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7994211026655431, 'precision': 0.7994489524040208, 'recall': 0.7994428969359332, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,50000,UNI_AND_BIGRAMS,50000,0.77280625,0.7910863509749304,361.03675576113164,"{'0': {'f1-score': 0.7682908173021762, 'precision': 0.7812990211966033, 'recall': 0.7557086786963773, 'support': 159494.0}, '4': {'f1-score': 0.7771490577373436, 'precision': 0.764900742171001, 'recall': 0.7897960200864765, 'support': 160506.0}, 'accuracy': 0.77280625, 'macro avg': {'f1-score': 0.7727199375197599, 'precision': 0.7730998816838022, 'recall': 0.7727523493914269, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.772733944612448, 'precision': 0.773073951905093, 'recall': 0.77280625, 'support': 320000.0}}","{'0': {'f1-score': 0.7761194029850746, 'precision': 0.8227848101265823, 'recall': 0.7344632768361582, 'support': 177.0}, '4': {'f1-score': 0.804177545691906, 'precision': 0.7661691542288557, 'recall': 0.8461538461538461, 'support': 182.0}, 'accuracy': 0.7910863509749304, 'macro avg': {'f1-score': 0.7901484743384903, 'precision': 0.794476982177719, 'recall': 0.7903085614950022, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7903438653044152, 'precision': 0.7940827227355344, 'recall': 0.7910863509749304, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,10000,UNIGRAMS,10000,0.773184375,0.8050139275766016,232.9474336374551,"{'0': {'f1-score': 0.7678277252996478, 'precision': 0.7838012578123469, 'recall': 0.7524922567620098, 'support': 159494.0}, '4': {'f1-score': 0.7782994229999725, 'precision': 0.7634425355201735, 'recall': 0.7937460281858623, 'support': 160506.0}, 'accuracy': 0.773184375, 'macro avg': {'f1-score': 0.7730635741498102, 'precision': 0.7736218966662602, 'recall': 0.7731191424739361, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7730801325217989, 'precision': 0.7735897044366357, 'recall': 0.773184375, 'support': 320000.0}}","{'0': {'f1-score': 0.7988505747126436, 'precision': 0.8128654970760234, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8108108108108109, 'precision': 0.7978723404255319, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8050139275766016, 'macro avg': {'f1-score': 0.8048306927617273, 'precision': 0.8053689187507777, 'recall': 0.8047432793195505, 'support': 359.0}, 'weighted avg': {'f1-score': 0.804913981313943, 'precision': 0.8052645095819023, 'recall': 0.8050139275766016, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,TfidfVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.793084375,0.8328690807799443,578.4441824294627,"{'0': {'f1-score': 0.7886628046153109, 'precision': 0.8032325386350782, 'recall': 0.7746122111176595, 'support': 159494.0}, '4': {'f1-score': 0.797324721835351, 'precision': 0.7836920614481103, 'recall': 0.8114400707761703, 'support': 160506.0}, 'accuracy': 0.793084375, 'macro avg': {'f1-score': 0.792993763225331, 'precision': 0.7934623000415942, 'recall': 0.7930261409469149, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7930074598819351, 'precision': 0.7934314016620423, 'recall': 0.793084375, 'support': 320000.0}}","{'0': {'f1-score': 0.8285714285714286, 'precision': 0.838150289017341, 'recall': 0.8192090395480226, 'support': 177.0}, '4': {'f1-score': 0.8369565217391305, 'precision': 0.8279569892473119, 'recall': 0.8461538461538461, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8327639751552796, 'precision': 0.8330536391323264, 'recall': 0.8326814428509344, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8328223671689822, 'precision': 0.8329826551506411, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,10000,UNI_AND_BIGRAMS,10000,0.795065625,0.8356545961002786,285.9384211115539,"{'0': {'f1-score': 0.79071845490549, 'precision': 0.8051982659447936, 'recall': 0.7767502225789058, 'support': 159494.0}, '4': {'f1-score': 0.7992358723637444, 'precision': 0.7856820411578117, 'recall': 0.8132655477053817, 'support': 160506.0}, 'accuracy': 0.795065625, 'macro avg': {'f1-score': 0.7949771636346172, 'precision': 0.7954401535513027, 'recall': 0.7950078851421438, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7949906318009731, 'precision': 0.7954092935208582, 'recall': 0.795065625, 'support': 320000.0}}","{'0': {'f1-score': 0.8249258160237388, 'precision': 0.86875, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8451443569553806, 'precision': 0.8090452261306532, 'recall': 0.8846153846153846, 'support': 182.0}, 'accuracy': 0.8356545961002786, 'macro avg': {'f1-score': 0.8350350864895597, 'precision': 0.8388976130653266, 'recall': 0.8349630595393307, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8351758841283595, 'precision': 0.8384818416595511, 'recall': 0.8356545961002786, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.7898,0.83008356545961,634.4910080116242,"{'0': {'f1-score': 0.7849822587347761, 'precision': 0.8007447696561799, 'recall': 0.7698283321002671, 'support': 159494.0}, '4': {'f1-score': 0.7944065776201974, 'precision': 0.779730475687611, 'recall': 0.8096457453303927, 'support': 160506.0}, 'accuracy': 0.7898, 'macro avg': {'f1-score': 0.7896944181774868, 'precision': 0.7902376226718955, 'recall': 0.78973703871533, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7897093203817244, 'precision': 0.7902043938195576, 'recall': 0.7898, 'support': 320000.0}}","{'0': {'f1-score': 0.8231884057971014, 'precision': 0.8452380952380952, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.8364611260053619, 'precision': 0.8167539267015707, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.8298247659012317, 'precision': 0.8309960109698329, 'recall': 0.8297013720742534, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8299171943149383, 'precision': 0.8307976532502194, 'recall': 0.83008356545961, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-custom,TfidfVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.80383125,0.8328690807799443,622.6050255838782,"{'0': {'f1-score': 0.7994556223603755, 'precision': 0.8149996091816263, 'recall': 0.7844934605690497, 'support': 159494.0}, '4': {'f1-score': 0.8080200133340674, 'precision': 0.7935318003796343, 'recall': 0.8230471135035451, 'support': 160506.0}, 'accuracy': 0.80383125, 'macro avg': {'f1-score': 0.8037378178472214, 'precision': 0.8042657047806303, 'recall': 0.8037702870362974, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8037513602904486, 'precision': 0.8042317588079622, 'recall': 0.80383125, 'support': 320000.0}}","{'0': {'f1-score': 0.8265895953757225, 'precision': 0.8461538461538461, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8387096774193549, 'precision': 0.8210526315789474, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8326496363975386, 'precision': 0.8336032388663968, 'recall': 0.8325262308313155, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8327340380830794, 'precision': 0.8334284393220034, 'recall': 0.8328690807799443, 'support': 359.0}}"
